HomeTeam,AwayTeam,Home_curr_pos,Away_curr_pos,Home_W/MP,Away_W/MP,Home_D/MP,Away_D/MP,Home_L/MP,Away_L/MP,HSoT/90,ASoT/90,HAS,AAS,HDS,ADS,past_h2h,home_past_form1,home_past_form2,home_past_form3,away_past_form1,away_past_form2,away_past_form3,B365H,B365D,B365A
Middlesbrough,Everton,17.0,6.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.0,4.571428571428571,5.428571428571429,0.4761904761904762,1.5555555555555556,2.3333333333333335,0.4761904761904762,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.6,3.1,2.7
Portsmouth,West Ham,5.0,16.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,6.714285714285714,4.0,0.9523809523809524,0.7777777777777778,0.3888888888888889,1.1904761904761907,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.2,3.75
Reading,Chelsea,8.0,2.0,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,3.7142857142857144,5.857142857142857,1.1904761904761907,1.9444444444444446,1.1666666666666667,0.4761904761904762,1.0,0.0,1.0,0.0,1.0,0.0,2.0,7.5,4.33,1.4
Wigan,Man United,15.0,1.0,0.16666666666666666,0.7142857142857143,0.3333333333333333,0.14285714285714285,0.5,0.14285714285714285,6.0,8.714285714285714,0.7142857142857143,2.3333333333333335,0.5833333333333334,0.4761904761904762,0.0,2.0,1.0,1.0,2.0,1.0,0.0,6.0,3.8,1.53
Newcastle,Bolton,13.0,4.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,7.285714285714286,2.857142857142857,0.9523809523809524,0.7777777777777778,1.5555555555555556,0.7142857142857143,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.25,3.2,3.1
Fulham,Charlton,11.0,20.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857,0.8571428571428571,4.571428571428571,3.5714285714285716,0.4761904761904762,0.7777777777777778,1.1666666666666667,1.666666666666667,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.1,3.1,3.6
Aston Villa,Fulham,7.0,11.0,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.0,0.2857142857142857,5.142857142857143,4.571428571428571,1.4285714285714286,1.75,0.3888888888888889,1.6071428571428572,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.72,3.4,5.0
Charlton,Watford,20.0,19.0,0.125,0.0,0.0,0.5,0.875,0.5,3.5,5.125,0.5504587155963303,0.5633802816901409,1.6901408450704227,1.2844036697247705,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.9,3.25,4.0
Chelsea,Portsmouth,2.0,4.0,0.75,0.625,0.125,0.125,0.125,0.25,5.625,6.625,1.2844036697247705,1.6901408450704227,0.5633802816901409,0.36697247706422015,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.28,5.0,10.0
Everton,Sheffield United,7.0,16.0,0.375,0.125,0.5,0.375,0.125,0.5,5.75,4.625,1.4678899082568806,0.0,1.1267605633802817,1.1009174311926606,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.57,3.5,6.5
Wigan,Man City,17.0,12.0,0.14285714285714285,0.25,0.2857142857142857,0.375,0.5714285714285714,0.375,5.428571428571429,5.375,0.7339449541284403,0.8450704225352114,1.5023474178403755,1.6513761467889907,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.3,3.1,3.1
Blackburn,Bolton,10.0,3.0,0.375,0.625,0.375,0.25,0.25,0.125,4.875,3.125,1.2844036697247705,1.1267605633802817,1.6901408450704227,0.7339449541284403,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.37,3.1,2.75
Man United,Liverpool,1.0,11.0,0.75,0.375,0.125,0.25,0.125,0.375,8.25,7.25,1.4678899082568806,0.28169014084507044,0.5633802816901409,1.2844036697247705,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.9,3.25,4.0
Middlesbrough,Newcastle,14.0,15.0,0.25,0.25,0.25,0.125,0.5,0.625,4.75,6.75,0.7339449541284403,0.5633802816901409,1.971830985915493,1.1009174311926606,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.4,3.1,2.87
Reading,Arsenal,8.0,6.0,0.5,0.5714285714285714,0.125,0.2857142857142857,0.375,0.14285714285714285,3.25,9.428571428571429,0.9174311926605504,1.1267605633802817,1.1267605633802817,0.48929663608562685,1.0,0.0,0.0,1.0,2.0,0.0,2.0,5.5,3.6,1.61
Tottenham,West Ham,13.0,18.0,0.25,0.125,0.25,0.25,0.5,0.625,6.125,3.875,0.7339449541284403,0.5633802816901409,0.8450704225352114,1.2844036697247705,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.8,3.3,4.5
Arsenal,Everton,6.0,7.0,0.5714285714285714,0.375,0.2857142857142857,0.5,0.14285714285714285,0.125,9.428571428571429,5.75,1.4678899082568806,1.4084507042253522,0.5633802816901409,0.7339449541284403,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.4,4.0,9.0
Bolton,Man United,3.0,1.0,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,3.5555555555555554,8.222222222222221,0.9221311475409836,2.5961538461538463,0.0,0.5532786885245902,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.33,3.3,1.83
Fulham,Wigan,9.0,15.0,0.3333333333333333,0.25,0.4444444444444444,0.25,0.2222222222222222,0.5,4.444444444444445,5.375,0.7377049180327868,1.1538461538461537,1.1538461538461537,1.290983606557377,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.1,3.25,3.4
Liverpool,Aston Villa,11.0,7.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.0,7.0,4.777777777777778,1.4754098360655736,0.8653846153846153,0.5769230769230769,0.5532786885245902,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.53,3.6,6.5
Newcastle,Charlton,16.0,20.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.7777777777777778,6.444444444444445,4.0,0.9221311475409836,0.8653846153846153,1.7307692307692306,1.6598360655737705,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.8,3.3,4.5
Portsmouth,Reading,6.0,8.0,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,6.0,3.0,1.1065573770491803,1.1538461538461537,0.28846153846153844,0.7377049180327868,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.8,3.3,4.5
Sheffield United,Chelsea,17.0,2.0,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.1111111111111111,4.555555555555555,7.0,0.7377049180327868,1.7307692307692306,1.1538461538461537,0.3688524590163934,1.0,2.0,1.0,2.0,2.0,0.0,1.0,12.0,4.5,1.3
Watford,Tottenham,18.0,12.0,0.0,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.4444444444444444,0.4444444444444444,4.888888888888889,6.0,0.9221311475409836,0.28846153846153844,1.7307692307692306,1.290983606557377,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.6,3.3,2.0
West Ham,Blackburn,19.0,10.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3333333333333333,3.6666666666666665,5.555555555555555,0.7377049180327868,0.5769230769230769,1.4423076923076923,0.7377049180327868,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.5,3.2,2.75
Man City,Middlesbrough,14.0,13.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,5.222222222222222,5.111111111111111,0.5532786885245902,1.1538461538461537,0.0,1.1065573770491803,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.37,3.1,3.0
Bolton,Wigan,3.0,15.0,0.6666666666666666,0.25,0.2222222222222222,0.25,0.1111111111111111,0.5,3.5555555555555554,5.375,0.9221311475409836,1.1538461538461537,0.0,1.290983606557377,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9,3.25,4.0
Charlton,Man City,20.0,14.0,0.1,0.3,0.2,0.3,0.7,0.4,4.0,5.2,0.4580152671755725,0.6741573033707865,1.348314606741573,1.984732824427481,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.3,3.1,3.1
Fulham,Everton,10.0,6.0,0.3,0.4,0.4,0.5,0.3,0.1,4.1,5.3,0.6106870229007634,1.348314606741573,1.1235955056179776,0.7633587786259541,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.8,3.1,2.5
Liverpool,Reading,9.0,11.0,0.4,0.4,0.2,0.1,0.4,0.5,6.9,3.1,1.6793893129770994,1.1235955056179776,0.6741573033707865,1.0687022900763357,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.33,4.5,9.5
Man United,Portsmouth,1.0,4.0,0.8,0.6,0.1,0.1,0.1,0.3,8.4,6.6,1.5267175572519083,1.5730337078651684,0.44943820224719105,0.6106870229007634,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.3,5.0,9.0
Newcastle,Sheffield United,16.0,19.0,0.2,0.1,0.2,0.3,0.6,0.6,6.8,4.3,0.7633587786259541,0.0,1.348314606741573,1.2213740458015268,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.72,3.4,5.0
Watford,Middlesbrough,18.0,15.0,0.0,0.3,0.6,0.2,0.4,0.5,4.6,4.6,0.7633587786259541,0.8988764044943821,1.348314606741573,1.0687022900763357,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.6,3.0,2.8
Aston Villa,Blackburn,7.0,12.0,0.3,0.3,0.6,0.3,0.1,0.4,4.8,5.7,1.2213740458015268,0.6741573033707865,0.6741573033707865,0.916030534351145,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.2,3.75
Tottenham,Chelsea,13.0,2.0,0.3,0.8,0.3,0.1,0.4,0.1,6.2,7.0,0.7633587786259541,1.7977528089887642,0.6741573033707865,0.3053435114503817,0.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,3.4,1.72
West Ham,Arsenal,17.0,5.0,0.2,0.5555555555555556,0.2,0.3333333333333333,0.6,0.1111111111111111,3.8,9.666666666666666,0.916030534351145,1.9662921348314606,1.348314606741573,0.38167938931297707,2.0,2.0,2.0,2.0,1.0,0.0,2.0,5.5,3.6,1.61
Blackburn,Man United,12.0,1.0,0.3,0.8,0.3,0.1,0.4,0.1,5.7,8.4,1.0687022900763357,2.9213483146067416,1.5730337078651684,0.4580152671755725,2.0,2.0,2.0,0.0,2.0,0.0,2.0,5.5,3.6,1.61
Chelsea,Watford,2.0,17.0,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.36363636363636365,7.2727272727272725,4.7272727272727275,1.3655172413793104,0.47826086956521746,0.717391304347826,1.0620689655172413,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.12,7.0,23.0
Everton,Aston Villa,7.0,6.0,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.09090909090909091,5.090909090909091,4.818181818181818,1.517241379310345,0.9565217391304349,0.9565217391304349,0.9103448275862069,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.2,3.75
Man City,Newcastle,14.0,19.0,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.6363636363636364,5.545454545454546,6.454545454545454,0.606896551724138,0.47826086956521746,0.0,1.0620689655172413,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.1,3.2,3.5
Middlesbrough,West Ham,16.0,15.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.5454545454545454,0.5454545454545454,4.363636363636363,3.909090909090909,0.7586206896551725,0.47826086956521746,1.673913043478261,1.213793103448276,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,3.2,3.25
Portsmouth,Fulham,4.0,9.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.2727272727272727,6.454545454545454,4.0,1.3655172413793104,1.673913043478261,0.47826086956521746,1.517241379310345,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.83,3.3,4.33
Sheffield United,Bolton,18.0,3.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.2727272727272727,4.454545454545454,3.6363636363636362,0.606896551724138,1.1956521739130435,1.434782608695652,0.606896551724138,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.9,3.2,2.37
Wigan,Charlton,11.0,20.0,0.4,0.18181818181818182,0.2,0.18181818181818182,0.4,0.6363636363636364,5.3,4.636363636363637,1.3275862068965518,0.717391304347826,1.1956521739130435,1.3655172413793104,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.9,3.25,4.0
Arsenal,Liverpool,5.0,8.0,0.5,0.45454545454545453,0.3,0.18181818181818182,0.2,0.36363636363636365,9.2,7.181818181818182,1.3655172413793104,0.23913043478260873,0.717391304347826,1.3655172413793104,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,3.2,3.75
Reading,Tottenham,12.0,10.0,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.36363636363636365,3.0,5.909090909090909,0.7586206896551725,0.23913043478260873,1.9130434782608698,1.0620689655172413,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.1,3.2,2.25
Arsenal,Newcastle,5.0,19.0,0.5,0.18181818181818182,0.3,0.18181818181818182,0.2,0.6363636363636364,9.2,6.454545454545454,1.3655172413793104,0.47826086956521746,0.717391304347826,1.0620689655172413,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.25,5.0,13.0
Chelsea,West Ham,2.0,16.0,0.75,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,7.333333333333333,4.166666666666667,1.5950920245398772,0.39999999999999997,0.6,1.1042944785276072,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.18,5.75,17.0
Everton,Bolton,7.0,5.0,0.3333333333333333,0.5,0.4166666666666667,0.25,0.25,0.25,5.0,3.6666666666666665,1.2269938650306749,1.4000000000000001,1.0,0.7361963190184049,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.4,3.2,2.87
Man City,Fulham,14.0,10.0,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.25,5.75,4.0,0.4907975460122699,1.5999999999999999,0.0,1.3496932515337423,0.0,1.0,2.0,2.0,1.0,2.0,0.0,2.1,3.2,3.5
Middlesbrough,Liverpool,13.0,9.0,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.5,0.4166666666666667,4.666666666666667,6.916666666666667,0.7361963190184049,0.19999999999999998,1.4000000000000001,1.4723926380368098,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.75,3.2,2.0
Portsmouth,Watford,6.0,19.0,0.5,0.08333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.4166666666666667,6.916666666666667,4.416666666666667,1.2269938650306749,0.39999999999999997,0.6,1.3496932515337423,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.61,3.6,5.5
Reading,Charlton,11.0,20.0,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5,0.6666666666666666,3.0833333333333335,4.583333333333333,0.9815950920245398,1.0,1.7999999999999998,1.4723926380368098,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.9,3.25,4.0
Sheffield United,Man United,18.0,1.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.08333333333333333,0.5,0.08333333333333333,4.416666666666667,8.5,0.7361963190184049,2.8000000000000003,1.5999999999999999,0.36809815950920244,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,4.33,1.36
Blackburn,Tottenham,15.0,12.0,0.25,0.3333333333333333,0.25,0.25,0.5,0.4166666666666667,5.333333333333333,5.666666666666667,0.8588957055214724,0.39999999999999997,1.5999999999999999,1.2269938650306749,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.4,3.2,2.87
Wigan,Aston Villa,8.0,4.0,0.45454545454545453,0.4166666666666667,0.18181818181818182,0.5,0.36363636363636365,0.08333333333333333,5.2727272727272725,5.166666666666667,1.4723926380368098,1.0,1.44,0.7361963190184049,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.37,3.2,2.9
Aston Villa,Middlesbrough,4.0,13.0,0.4166666666666667,0.3333333333333333,0.5,0.16666666666666666,0.08333333333333333,0.5,5.166666666666667,4.666666666666667,1.2269938650306749,0.7999999999999999,0.6,1.1042944785276072,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.8,3.3,4.5
Bolton,Arsenal,6.0,5.0,0.46153846153846156,0.5,0.23076923076923078,0.3333333333333333,0.3076923076923077,0.16666666666666666,3.5384615384615383,9.083333333333334,0.6190476190476191,1.7169811320754715,1.0220125786163523,0.4457142857142857,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.6,3.3,2.0
Charlton,Everton,20.0,7.0,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.6923076923076923,0.23076923076923078,4.384615384615385,4.769230769230769,0.4952380952380952,1.2264150943396226,1.2264150943396226,0.7428571428571428,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.7,3.25,2.5
Fulham,Reading,11.0,8.0,0.3076923076923077,0.46153846153846156,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.46153846153846156,3.8461538461538463,3.1538461538461537,0.6190476190476191,1.0220125786163523,1.0220125786163523,1.114285714285714,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.2,3.1,3.3
Liverpool,Man City,10.0,13.0,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.38461538461538464,7.153846153846154,5.846153846153846,1.6095238095238094,0.6132075471698113,0.6132075471698113,1.7333333333333334,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.44,3.75,8.5
West Ham,Sheffield United,16.0,18.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.6153846153846154,0.5384615384615384,3.923076923076923,4.3076923076923075,0.8666666666666667,0.20440251572327042,1.2264150943396226,0.9904761904761904,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.8,3.3,4.5
Man United,Chelsea,1.0,2.0,0.8461538461538461,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,9.0,7.461538461538462,1.6095238095238094,1.8396226415094339,0.40880503144654085,0.4952380952380952,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.5,3.1,2.8
Newcastle,Portsmouth,17.0,3.0,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.3076923076923077,5.769230769230769,7.230769230769231,0.6190476190476191,1.430817610062893,1.430817610062893,0.8666666666666667,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.3,3.1,3.1
Tottenham,Wigan,12.0,9.0,0.3076923076923077,0.4166666666666667,0.3076923076923077,0.25,0.38461538461538464,0.3333333333333333,5.615384615384615,5.25,0.8666666666666667,1.2264150943396226,0.8176100628930817,0.8666666666666667,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.8,3.3,4.5
Watford,Sheffield United,19.0,18.0,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.46153846153846156,0.5384615384615384,4.384615384615385,4.3076923076923075,0.8666666666666667,0.20440251572327042,1.2264150943396226,0.9904761904761904,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.2,3.1,3.3
Aston Villa,Man City,4.0,13.0,0.35714285714285715,0.3076923076923077,0.5714285714285714,0.3076923076923077,0.07142857142857142,0.38461538461538464,4.928571428571429,5.846153846153846,1.16734693877551,0.6132075471698113,0.7008086253369272,1.7333333333333334,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.83,3.3,4.33
Bolton,Chelsea,3.0,2.0,0.5,0.7142857142857143,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,3.857142857142857,7.428571428571429,0.8556149732620321,1.7391304347826089,1.0434782608695652,0.5347593582887701,0.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,3.6,1.66
Fulham,Arsenal,13.0,6.0,0.2857142857142857,0.46153846153846156,0.35714285714285715,0.3076923076923077,0.35714285714285715,0.23076923076923078,3.857142857142857,8.923076923076923,0.5347593582887701,1.6231884057971013,1.0434782608695652,0.7486631016042781,0.0,0.0,2.0,1.0,2.0,1.0,2.0,6.0,3.6,1.57
Liverpool,Portsmouth,9.0,4.0,0.42857142857142855,0.5,0.21428571428571427,0.14285714285714285,0.35714285714285715,0.35714285714285715,7.071428571428571,6.857142857142857,1.4973262032085561,1.2173913043478262,0.5217391304347826,0.8556149732620321,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.44,4.0,7.5
Man United,Everton,1.0,8.0,0.7857142857142857,0.35714285714285715,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.21428571428571427,8.714285714285714,4.857142857142857,1.4973262032085561,1.2173913043478262,0.5217391304347826,0.7486631016042781,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.33,4.5,9.5
Arsenal,Tottenham,6.0,10.0,0.46153846153846156,0.35714285714285715,0.3076923076923077,0.2857142857142857,0.23076923076923078,0.35714285714285715,8.923076923076923,5.642857142857143,1.3903743315508024,0.5217391304347826,0.6956521739130435,1.1764705882352942,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.66,3.5,5.0
Blackburn,Fulham,16.0,13.0,0.23076923076923078,0.2857142857142857,0.3076923076923077,0.35714285714285715,0.46153846153846156,0.35714285714285715,5.153846153846154,3.857142857142857,0.8556149732620321,1.565217391304348,1.565217391304348,1.4973262032085561,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.9,3.25,4.0
Middlesbrough,Man United,14.0,1.0,0.2857142857142857,0.7857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.07142857142857142,4.357142857142857,8.714285714285714,0.6417112299465241,2.782608695652174,1.2173913043478262,0.42780748663101603,1.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,3.6,1.57
Portsmouth,Aston Villa,4.0,5.0,0.5,0.3333333333333333,0.14285714285714285,0.5333333333333333,0.35714285714285715,0.13333333333333333,6.857142857142857,4.866666666666666,1.2834224598930482,0.8695652173913044,0.6956521739130435,0.6417112299465241,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.2,3.2,3.25
Reading,Bolton,7.0,3.0,0.5,0.5,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.2857142857142857,3.0714285714285716,3.857142857142857,1.0695187165775402,1.2173913043478262,1.565217391304348,0.7486631016042781,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.4,3.2,2.87
Sheffield United,Charlton,18.0,20.0,0.2,0.14285714285714285,0.26666666666666666,0.21428571428571427,0.5333333333333333,0.6428571428571429,4.533333333333333,4.642857142857143,0.7486631016042781,0.8695652173913044,1.7391304347826089,1.4973262032085561,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.2,3.1,3.3
Wigan,Liverpool,13.0,8.0,0.38461538461538464,0.4,0.23076923076923078,0.26666666666666666,0.38461538461538464,0.3333333333333333,5.230769230769231,6.866666666666666,1.2315270935960592,0.17564402810304447,1.2295081967213115,1.266713581984518,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.75,3.2,2.0
Everton,West Ham,9.0,17.0,0.3333333333333333,0.2857142857142857,0.4,0.14285714285714285,0.26666666666666666,0.5714285714285714,4.8,4.142857142857143,1.1611541168191415,0.35128805620608894,0.8782201405152225,1.055594651653765,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.9,3.25,4.0
Man City,Watford,11.0,19.0,0.3333333333333333,0.07142857142857142,0.26666666666666666,0.42857142857142855,0.4,0.5,5.733333333333333,4.5,0.7389162561576355,0.5269320843091334,0.17564402810304447,1.3722730471498945,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.57,3.6,6.0
Charlton,Blackburn,20.0,14.0,0.13333333333333333,0.2857142857142857,0.2,0.2857142857142857,0.6666666666666666,0.42857142857142855,4.6,5.214285714285714,0.5277973258268825,0.6147540983606558,1.2295081967213115,0.9852216748768473,0.0,2.0,1.0,2.0,2.0,1.0,0.0,2.5,3.1,2.8
Tottenham,Middlesbrough,12.0,15.0,0.3333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.4,0.4666666666666667,5.533333333333333,4.4,1.055594651653765,0.8782201405152225,0.8782201405152225,1.055594651653765,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.72,3.4,5.0
Newcastle,Reading,18.0,5.0,0.21428571428571427,0.5333333333333333,0.2857142857142857,0.06666666666666667,0.5,0.4,6.071428571428571,3.066666666666667,0.633356790992259,1.0538641686182668,1.2295081967213115,0.9500351864883886,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.9,3.25,4.0
West Ham,Wigan,17.0,13.0,0.2857142857142857,0.38461538461538464,0.14285714285714285,0.23076923076923078,0.5714285714285714,0.38461538461538464,4.142857142857143,5.230769230769231,0.844475721323012,1.2295081967213115,1.0538641686182668,1.055594651653765,2.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,3.3,3.6
Blackburn,Newcastle,14.0,18.0,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5,5.214285714285714,6.071428571428571,0.9236453201970444,0.5269320843091334,1.3831967213114753,0.844475721323012,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.15,3.25,3.4
Bolton,West Ham,7.0,17.0,0.4375,0.2857142857142857,0.1875,0.14285714285714285,0.375,0.5714285714285714,4.0,4.142857142857143,0.7389162561576355,0.35128805620608894,1.0758196721311475,1.055594651653765,2.0,2.0,0.0,2.0,0.0,2.0,2.0,1.75,3.3,5.0
Liverpool,Fulham,8.0,10.0,0.4,0.3125,0.26666666666666666,0.3125,0.3333333333333333,0.375,6.866666666666666,3.9375,1.293103448275862,1.3831967213114753,0.4610655737704918,1.477832512315271,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.33,4.5,9.5
Man United,Man City,1.0,12.0,0.8125,0.3125,0.125,0.3125,0.0625,0.375,8.4375,6.125,1.5454545454545454,0.8955223880597015,0.44776119402985076,1.4545454545454546,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.36,4.33,9.0
Middlesbrough,Wigan,16.0,11.0,0.25,0.4,0.25,0.2,0.5,0.4,4.3125,5.2,0.6363636363636364,1.3432835820895521,1.3432835820895521,0.9090909090909091,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.05,3.2,3.6
Portsmouth,Everton,6.0,8.0,0.4375,0.375,0.25,0.375,0.3125,0.25,6.4375,4.8125,1.2727272727272727,1.044776119402985,0.8955223880597015,0.9090909090909091,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.2,3.2,3.25
Tottenham,Charlton,10.0,19.0,0.375,0.1875,0.25,0.1875,0.375,0.625,5.875,4.9375,1.0909090909090908,0.8955223880597015,0.8955223880597015,1.4545454545454546,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.53,4.0,6.0
Watford,Reading,20.0,7.0,0.06666666666666667,0.5,0.4666666666666667,0.0625,0.4666666666666667,0.4375,4.466666666666667,3.1875,0.7272727272727273,1.1940298507462686,1.1940298507462686,1.0909090909090908,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.6,3.2,2.62
