HomeTeam,AwayTeam,Home_curr_pos,Away_curr_pos,Home_W/MP,Away_W/MP,Home_D/MP,Away_D/MP,Home_L/MP,Away_L/MP,HSoT/90,ASoT/90,HAS,AAS,HDS,ADS,past_h2h,home_past_form1,home_past_form2,home_past_form3,away_past_form1,away_past_form2,away_past_form3,B365H,B365D,B365A
Arsenal,Everton,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,3.8,8.0
Birmingham,Tottenham,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.375,3.25,2.75
Blackburn,Wolves,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.615,3.4,5.5
Fulham,Middlesbrough,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.25,2.8
Leicester,Southampton,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.2,2.6
Man United,Bolton,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.286,4.5,10.0
Portsmouth,Aston Villa,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.375,3.25,2.75
Charlton,Man City,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.4,2.75
Leeds,Newcastle,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.25,2.375
Liverpool,Chelsea,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.25,2.875
Bolton,Blackburn,19.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.5,3.3,2.5
Chelsea,Leicester,6.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.25,5.0,10.0
Everton,Fulham,14.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.8,3.4,4.0
Man City,Portsmouth,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.667,3.6,4.5
Newcastle,Man United,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.2,2.2
Southampton,Birmingham,12.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.909,3.25,3.75
Tottenham,Leeds,17.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.4
Wolves,Charlton,20.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.375,3.25,2.7
Aston Villa,Liverpool,13.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,3.2,2.2
Middlesbrough,Arsenal,16.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.4,1.8
Blackburn,Man City,4.0,5.0,0.5,0.5,0.5,0.5,0.0,0.0,9.0,9.5,3.0303030303030303,2.0,0.6666666666666666,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.25,3.4
Charlton,Everton,9.0,8.0,0.5,0.5,0.0,0.0,0.5,0.5,5.5,7.5,0.0,0.6666666666666666,2.0,1.2121212121212122,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.375,3.2,2.75
Leeds,Southampton,13.0,12.0,0.0,0.0,0.5,1.0,0.5,0.0,2.5,8.5,1.2121212121212122,1.3333333333333333,1.3333333333333333,1.2121212121212122,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,3.4
Leicester,Middlesbrough,14.0,19.0,0.0,0.0,0.5,0.0,0.5,1.0,4.0,4.5,1.2121212121212122,1.3333333333333333,1.3333333333333333,1.8181818181818183,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.5,3.2,2.6
Portsmouth,Bolton,7.0,18.0,0.5,0.0,0.5,0.5,0.0,0.5,2.5,7.5,1.2121212121212122,0.0,0.6666666666666666,2.4242424242424243,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.1,3.25,3.2
Arsenal,Aston Villa,2.0,16.0,1.0,0.0,0.0,0.5,0.0,0.5,7.5,7.0,1.2121212121212122,0.6666666666666666,0.6666666666666666,1.2121212121212122,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.286,5.0,8.5
Liverpool,Tottenham,17.0,10.0,0.0,0.5,0.5,0.0,0.5,0.5,8.0,5.5,0.6060606060606061,0.0,1.3333333333333333,0.6060606060606061,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.5,3.5,7.0
Man United,Wolves,1.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,4.5,2.4242424242424243,0.6666666666666666,0.0,3.0303030303030303,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.143,6.5,15.0
Aston Villa,Leicester,16.0,14.0,0.0,0.0,0.5,0.5,0.5,0.5,7.0,4.0,0.0,0.6666666666666666,0.0,1.2121212121212122,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.667,3.4,5.0
Bolton,Charlton,18.0,9.0,0.0,0.5,0.5,0.0,0.5,0.5,7.5,5.5,1.2121212121212122,2.6666666666666665,1.3333333333333333,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.3,3.25,2.8
Chelsea,Blackburn,5.0,7.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,6.5,9.333333333333334,1.2765957446808511,1.6666666666666667,0.8333333333333334,1.2765957446808511,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.5,3.6,6.5
Everton,Liverpool,9.0,15.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,6.333333333333333,8.666666666666666,1.9148936170212767,0.0,0.8333333333333334,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.6,3.2,2.5
Middlesbrough,Leeds,19.0,14.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,4.0,3.6666666666666665,0.0,0.8333333333333334,3.3333333333333335,1.2765957446808511,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.25,3.4
Newcastle,Birmingham,18.0,8.0,0.0,0.5,0.5,0.5,0.5,0.0,7.5,5.0,0.6382978723404256,0.0,1.6666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.533,3.4,6.5
Tottenham,Fulham,10.0,13.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.3333333333333333,0.5,5.0,12.0,1.2765957446808511,0.8333333333333334,0.8333333333333334,1.9148936170212767,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.667,3.4,5.0
Wolves,Portsmouth,20.0,3.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,3.6666666666666665,4.333333333333333,0.0,0.8333333333333334,3.3333333333333335,0.6382978723404256,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.75,3.2,2.375
Man City,Arsenal,4.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,8.0,7.0,0.6382978723404256,3.3333333333333335,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,3.4,1.8
Southampton,Man United,12.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,8.333333333333334,6.333333333333333,0.0,1.6666666666666667,0.0,0.6382978723404256,1.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,3.4,1.667
Arsenal,Portsmouth,1.0,3.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,7.0,4.333333333333333,1.2765957446808511,0.8333333333333334,0.4166666666666667,0.6382978723404256,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.28,4.5,10.0
Blackburn,Liverpool,7.0,15.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,9.333333333333334,8.666666666666666,2.2340425531914896,0.0,1.6666666666666667,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.8,3.25,2.3
Bolton,Middlesbrough,17.0,19.0,0.0,0.0,0.5,0.25,0.5,0.75,7.0,7.0,0.7272727272727273,0.7407407407407407,0.7407407407407407,1.0909090909090908,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.3,3.2,2.87
Charlton,Man United,10.0,2.0,0.25,0.75,0.5,0.0,0.25,0.25,4.0,7.0,0.7272727272727273,0.7407407407407407,1.8518518518518516,0.7272727272727273,1.0,1.0,1.0,0.0,2.0,2.0,0.0,5.0,3.6,1.61
Chelsea,Tottenham,6.0,15.0,0.6666666666666666,0.25,0.3333333333333333,0.25,0.0,0.5,6.0,5.25,1.4545454545454546,0.0,1.111111111111111,0.36363636363636365,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.53,3.6,6.0
Everton,Newcastle,14.0,18.0,0.25,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,6.0,8.333333333333334,1.0909090909090908,1.4814814814814814,1.4814814814814814,1.4545454545454546,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.37,3.2,2.75
Southampton,Wolves,9.0,20.0,0.25,0.0,0.75,0.25,0.0,0.75,7.5,3.25,0.36363636363636365,0.37037037037037035,0.0,2.1818181818181817,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.61,3.4,5.5
Birmingham,Fulham,7.0,8.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,9.666666666666666,0.7272727272727273,1.4814814814814814,0.0,1.0909090909090908,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.83,3.25,4.0
Man City,Aston Villa,5.0,13.0,0.5,0.25,0.25,0.25,0.25,0.5,7.75,6.25,0.7272727272727273,0.37037037037037035,1.111111111111111,1.4545454545454546,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.83,3.25,4.0
Leicester,Leeds,16.0,12.0,0.0,0.25,0.5,0.5,0.5,0.25,4.0,3.75,0.7272727272727273,1.4814814814814814,0.7407407407407407,1.4545454545454546,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.6,3.2,2.5
Aston Villa,Charlton,13.0,10.0,0.25,0.25,0.25,0.5,0.5,0.25,6.25,4.0,1.0909090909090908,1.4814814814814814,0.37037037037037035,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.9,3.25,3.75
Fulham,Man City,8.0,5.0,0.6666666666666666,0.5,0.0,0.25,0.3333333333333333,0.25,9.666666666666666,7.75,2.1818181818181817,2.222222222222222,1.4814814814814814,0.7272727272727273,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.3,3.25,2.8
Leeds,Birmingham,15.0,8.0,0.2,0.5,0.4,0.5,0.4,0.0,3.4,5.5,0.6329113924050632,0.3787878787878788,0.7575757575757576,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.1,3.25,3.2
Liverpool,Leicester,7.0,12.0,0.4,0.2,0.4,0.4,0.2,0.4,10.2,5.4,0.3164556962025316,0.7575757575757576,0.7575757575757576,1.5822784810126582,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.3,4.5,9.5
Newcastle,Bolton,18.0,16.0,0.0,0.2,0.5,0.4,0.5,0.4,6.75,7.2,0.3164556962025316,0.0,1.1363636363636362,2.531645569620253,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.5,3.6,6.5
Portsmouth,Blackburn,5.0,11.0,0.4,0.2,0.6,0.4,0.0,0.4,3.4,7.4,1.8987341772151898,1.5151515151515151,0.3787878787878788,1.2658227848101264,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.25,3.25,2.87
Tottenham,Southampton,17.0,6.0,0.2,0.4,0.2,0.6,0.6,0.0,4.8,8.0,0.6329113924050632,0.7575757575757576,1.5151515151515151,0.6329113924050632,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,3.25,3.4
Wolves,Chelsea,20.0,4.0,0.0,0.75,0.2,0.25,0.8,0.0,3.2,6.0,0.0,1.5151515151515151,1.5151515151515151,0.6329113924050632,1.0,2.0,1.0,2.0,2.0,1.0,2.0,6.5,3.6,1.5
Man United,Arsenal,2.0,1.0,0.8,0.8,0.0,0.2,0.2,0.0,7.4,6.6,1.5822784810126582,2.2727272727272725,0.0,0.3164556962025316,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.25,3.4
Middlesbrough,Everton,19.0,14.0,0.0,0.2,0.2,0.4,0.8,0.4,6.8,6.2,0.6329113924050632,1.1363636363636362,2.6515151515151514,1.2658227848101264,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.3,3.25,2.8
Arsenal,Newcastle,1.0,18.0,0.8,0.0,0.2,0.5,0.0,0.5,6.6,6.75,1.0548523206751055,1.5151515151515151,0.505050505050505,1.2658227848101264,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.53,3.5,5.5
Birmingham,Portsmouth,8.0,5.0,0.5,0.4,0.5,0.6,0.0,0.0,5.5,3.4,0.9493670886075949,0.505050505050505,0.7575757575757576,0.42194092827004215,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.9,3.25,3.75
Bolton,Wolves,12.0,20.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0.3333333333333333,0.8333333333333334,7.0,3.3333333333333335,0.8988764044943819,0.24691358024691354,0.4938271604938271,1.7977528089887638,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.61,3.6,5.0
Chelsea,Aston Villa,3.0,11.0,0.8,0.3333333333333333,0.2,0.16666666666666666,0.0,0.5,6.4,5.833333333333333,1.7977528089887638,0.4938271604938271,1.2345679012345678,1.7977528089887638,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.33,4.33,8.5
Leicester,Man United,13.0,4.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,5.0,7.333333333333333,1.348314606741573,0.9876543209876542,0.4938271604938271,0.44943820224719094,1.0,2.0,2.0,2.0,1.0,0.0,2.0,6.5,3.6,1.5
Southampton,Middlesbrough,5.0,18.0,0.5,0.16666666666666666,0.5,0.16666666666666666,0.0,0.6666666666666666,8.333333333333334,6.333333333333333,0.6741573033707865,0.4938271604938271,0.0,1.1235955056179776,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.8,3.2,4.33
Blackburn,Fulham,10.0,9.0,0.3333333333333333,0.4,0.3333333333333333,0.4,0.3333333333333333,0.2,7.833333333333333,8.8,1.7977528089887638,1.4814814814814814,1.728395061728395,1.1235955056179776,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.8,3.4,4.0
Charlton,Liverpool,14.0,7.0,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,3.6666666666666665,9.833333333333334,0.44943820224719094,1.4814814814814814,1.728395061728395,0.22471910112359547,1.0,2.0,0.0,1.0,2.0,0.0,0.0,4.33,3.2,1.8
Everton,Leeds,15.0,16.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.5,6.0,3.8333333333333335,1.1235955056179776,0.9876543209876542,1.4814814814814814,1.7977528089887638,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.83,3.25,4.0
Man City,Tottenham,6.0,17.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,7.666666666666667,5.0,1.348314606741573,0.4938271604938271,0.9876543209876542,1.1235955056179776,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.72,3.4,4.5
Fulham,Leicester,9.0,13.0,0.4,0.16666666666666666,0.4,0.3333333333333333,0.2,0.5,8.8,5.0,1.6853932584269662,0.7407407407407407,1.4814814814814814,1.5730337078651686,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.61,3.6,5.0
Leeds,Blackburn,16.0,10.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,3.8333333333333335,7.833333333333333,0.44943820224719094,1.4814814814814814,0.9876543209876542,1.1235955056179776,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.5,3.3,2.5
Liverpool,Arsenal,8.0,1.0,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,9.714285714285714,5.857142857142857,0.6796116504854368,1.5217391304347827,0.7608695652173914,0.22653721682847894,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.5,3.3,2.5
Man United,Birmingham,3.0,4.0,0.7142857142857143,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.0,7.571428571428571,5.0,1.1326860841423947,0.7608695652173914,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.3,4.5,9.5
Newcastle,Southampton,19.0,7.0,0.0,0.42857142857142855,0.5,0.42857142857142855,0.5,0.14285714285714285,6.333333333333333,8.0,0.22653721682847894,1.2681159420289856,0.7608695652173914,0.6796116504854368,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.72,3.5,4.33
Portsmouth,Charlton,9.0,12.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,4.0,3.857142857142857,1.5857605177993528,1.2681159420289856,0.7608695652173914,0.4530744336569579,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.1,3.25,3.2
Tottenham,Everton,18.0,10.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,4.571428571428571,6.428571428571429,0.6796116504854368,0.7608695652173914,1.7753623188405798,1.1326860841423947,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.25,3.25,2.87
Wolves,Man City,20.0,6.0,0.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.14285714285714285,3.4285714285714284,8.0,0.0,2.0289855072463765,2.282608695652174,0.9061488673139158,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.25,3.5,2.0
Aston Villa,Bolton,14.0,15.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.2857142857142857,5.142857142857143,8.0,1.1326860841423947,0.0,0.5072463768115941,1.8122977346278315,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.8,3.4,4.0
Middlesbrough,Chelsea,16.0,2.0,0.2857142857142857,0.8333333333333334,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.0,6.714285714285714,6.166666666666667,0.6796116504854368,2.6630434782608696,1.7753623188405798,0.3398058252427184,1.0,0.0,2.0,2.0,2.0,0.0,2.0,4.33,3.5,1.72
Birmingham,Chelsea,4.0,2.0,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,0.0,5.0,6.166666666666667,1.1326860841423947,2.6630434782608696,0.5072463768115941,0.3398058252427184,1.0,2.0,2.0,0.0,0.0,2.0,0.0,4.33,3.5,1.72
Arsenal,Chelsea,1.0,2.0,0.7142857142857143,0.8333333333333334,0.2857142857142857,0.16666666666666666,0.0,0.0,5.857142857142857,6.166666666666667,1.3592233009708736,2.6630434782608696,0.7608695652173914,0.3398058252427184,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.2,3.2,3.0
Fulham,Wolves,5.0,20.0,0.5714285714285714,0.125,0.2857142857142857,0.25,0.14285714285714285,0.625,7.714285714285714,3.5,1.5954415954415957,0.4,1.0666666666666667,1.5384615384615385,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.57,3.6,5.5
Leeds,Man United,16.0,3.0,0.25,0.75,0.25,0.125,0.5,0.125,3.75,7.625,0.6837606837606838,1.6,1.0,0.5128205128205129,1.0,2.0,2.0,0.0,2.0,0.0,1.0,5.0,3.6,1.61
Man City,Bolton,6.0,15.0,0.375,0.125,0.375,0.625,0.25,0.25,7.625,7.625,1.0256410256410258,0.2,0.8,1.5384615384615385,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.66,3.4,5.0
Middlesbrough,Newcastle,17.0,18.0,0.25,0.14285714285714285,0.125,0.42857142857142855,0.625,0.42857142857142855,6.625,6.714285714285714,0.6837606837606838,1.6,1.8,1.5954415954415957,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.5,3.3,2.5
Portsmouth,Liverpool,10.0,8.0,0.25,0.375,0.375,0.25,0.375,0.375,4.5,9.375,1.3675213675213675,1.6,1.0,0.6837606837606838,1.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,3.25,1.83
Birmingham,Aston Villa,4.0,13.0,0.5,0.25,0.375,0.25,0.125,0.5,4.25,5.5,0.8547008547008548,0.4,0.4,1.5384615384615385,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.25,3.0,3.1
Everton,Southampton,12.0,7.0,0.25,0.375,0.25,0.375,0.5,0.25,6.125,7.5,1.5384615384615385,1.0,1.2,0.6837606837606838,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.25,3.4
Leicester,Tottenham,19.0,14.0,0.125,0.25,0.25,0.25,0.625,0.5,4.75,4.875,1.1965811965811965,0.4,1.2,0.8547008547008548,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.6,3.2,2.5
Blackburn,Charlton,11.0,9.0,0.25,0.375,0.25,0.25,0.5,0.375,7.0,4.125,1.3675213675213675,1.4,1.8,0.5128205128205129,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.9,3.25,3.75
Fulham,Newcastle,5.0,18.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,7.714285714285714,6.714285714285714,1.5954415954415957,1.6,1.0666666666666667,1.5954415954415957,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.5,3.2,2.6
Aston Villa,Everton,14.0,13.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,5.0,6.111111111111111,1.0629921259842519,0.6136363636363635,0.6136363636363635,1.4173228346456692,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.25,3.4
Bolton,Birmingham,16.0,4.0,0.1111111111111111,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.1111111111111111,7.666666666666667,4.111111111111111,0.8858267716535433,0.6136363636363635,0.6136363636363635,0.5314960629921259,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.4,3.2,2.7
Chelsea,Man City,3.0,5.0,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,6.0,8.222222222222221,1.5944881889763778,1.6363636363636362,1.0227272727272727,0.8858267716535433,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.5,3.5,7.0
Liverpool,Leeds,11.0,17.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.5555555555555556,9.11111111111111,3.5555555555555554,0.7086614173228346,0.8181818181818181,1.0227272727272727,2.1259842519685037,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.5,3.5,7.0
Man United,Fulham,2.0,6.0,0.7777777777777778,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,7.888888888888889,6.888888888888889,1.4173228346456692,1.6363636363636362,0.0,0.8858267716535433,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.25,5.0,10.0
Newcastle,Portsmouth,10.0,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.333333333333333,4.666666666666667,0.3543307086614173,0.40909090909090906,0.6136363636363635,0.7086614173228346,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.53,3.6,6.0
Southampton,Blackburn,8.0,15.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.5555555555555556,7.444444444444445,6.888888888888889,0.5314960629921259,1.4318181818181817,0.20454545454545453,1.2401574803149606,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,3.25,3.4
Wolves,Leicester,19.0,20.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.6666666666666666,3.7777777777777777,5.888888888888889,0.17716535433070865,0.6136363636363635,1.8409090909090908,1.5944881889763778,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.1,3.25,3.2
Charlton,Arsenal,7.0,1.0,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,4.222222222222222,6.444444444444445,0.8858267716535433,1.6363636363636362,1.8409090909090908,0.3543307086614173,1.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,3.6,1.61
Tottenham,Middlesbrough,12.0,18.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.6666666666666666,4.777777777777778,6.666666666666667,1.0629921259842519,0.6136363636363635,1.4318181818181817,0.8858267716535433,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.83,3.25,4.0
Everton,Chelsea,13.0,2.0,0.2,0.7,0.4,0.2,0.4,0.1,5.7,5.8,1.267605633802817,1.680672268907563,1.0084033613445378,0.5633802816901409,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.5,3.4,1.72
Leeds,Arsenal,19.0,1.0,0.2,0.7,0.2,0.3,0.6,0.0,3.7,6.4,0.5633802816901409,1.512605042016807,1.0084033613445378,0.4225352112676056,1.0,2.0,0.0,2.0,1.0,2.0,0.0,5.5,3.6,1.57
Man United,Portsmouth,3.0,11.0,0.7,0.3,0.1,0.3,0.2,0.4,8.0,4.6,1.267605633802817,0.33613445378151263,0.5042016806722689,0.9859154929577465,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.25,5.0,10.0
Middlesbrough,Wolves,17.0,15.0,0.2,0.2,0.2,0.3,0.6,0.5,7.0,4.2,0.5633802816901409,0.33613445378151263,1.680672268907563,1.267605633802817,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.72,3.4,4.5
